objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237648704577667113,184.711969607884,0.0665719008945266,17.70824,16.61069,16.19772,16.0625,16.00229,752,301,4,275,3722398897436467200,STAR,0.0001723799,3306,54922,632
1237648704577667170,184.770203854765,0.198010050309852,18.18974,17.23738,16.89113,16.75727,16.71052,752,301,4,275,2880147963550656512,STAR,0.0005198076,2558,54140,349
1237648704577667254,184.782697712007,0.140979369185379,19.0764,17.78953,16.98818,16.60519,16.27859,752,301,4,275,324389498853025792,GALAXY,0.1169446,288,52000,474
1237648704577667370,184.765155339711,0.0809857944756924,19.18013,18.07133,17.71771,17.48797,17.55667,752,301,4,275,324388674219304960,GALAXY,0.06807999,288,52000,471
1237648704577732623,184.863598135271,0.143469362841369,18.38848,17.00188,16.37884,16.16978,16.0124,752,301,4,276,2880145764527400960,STAR,0.0001359466,2558,54140,341
1237648704577732624,184.864190324522,0.143441661714473,17.93407,16.64581,16.22206,16.07029,16.06046,752,301,4,276,2891416308686022656,STAR,0.0001580866,2568,54153,383
1237648704577732627,184.875528613881,0.0330608120747109,19.03059,18.10673,17.82561,17.71227,17.6878,752,301,4,276,2880149612818098176,STAR,-0.0001673784,2558,54140,355
1237648704577732629,184.876314438781,0.185151372196083,18.12978,17.17421,16.75108,16.5884,16.48527,752,301,4,276,2880158408911120384,STAR,0.0006924281,2558,54140,387
1237648704577732659,184.956985534292,0.156360266610549,18.15079,16.77761,16.2215,16.02345,15.91957,752,301,4,276,2880158134033213440,STAR,0.0003043607,2558,54140,386
1237648704577732678,184.832199654394,0.0443065474951896,19.52092,17.58562,16.4269,15.94473,15.56269,752,301,4,276,324390873242560512,GALAXY,0.1506381,288,52000,479
1237648704577798182,184.972215250789,0.0977542414012398,18.90592,17.46608,16.85369,16.58687,16.41878,752,301,4,277,2880160607934375936,STAR,0.0005782798,2558,54140,395
1237648704577798192,184.994275093996,0.109160932922454,17.7019,16.76073,16.48746,16.38173,16.33654,752,301,4,277,2880161982323910656,STAR,0.0007047363,2558,54140,400
1237648704577798195,185.001255510948,0.0697238291079429,18.85351,17.97745,17.6112,17.45679,17.40576,752,301,4,277,4330255111555096576,STAR,-0.0006761952,3846,55327,160
1237648704577798233,185.065069513291,0.142442894170629,18.75478,17.58247,17.08046,16.87063,16.75911,752,301,4,277,2880159233544841216,STAR,-0.0005032555,2558,54140,390
1237648704577798243,185.085913140077,0.0999538509191282,18.33616,17.30684,16.92903,16.78272,16.73807,752,301,4,277,2880161157690189824,STAR,7.605989E-05,2558,54140,397
1237648704577798292,185.027385378752,0.0953460985269358,19.1713,18.01316,17.42493,17.04493,16.82237,752,301,4,277,324395546166978560,GALAXY,0.1183854,288,52000,496
1237648704577798298,185.036388314839,0.176677549731792,19.12083,17.92189,17.18494,16.7895,16.52258,752,301,4,277,324400493969303552,GALAXY,0.1575296,288,52000,514
1237648704577863722,185.164375673881,0.0743580690685865,17.55001,17.42367,17.35734,17.19343,16.97589,752,301,4,278,324401043725117440,QSO,2.044347,288,52000,516
1237648704577863739,185.217051383,0.155193816126299,18.89707,18.04519,17.7501,17.6378,17.6124,752,301,4,278,2880170503539025920,STAR,0.0002502912,2558,54140,431
1237648704577863764,185.136728759138,0.0715140625343911,19.48347,17.51522,16.31651,15.83499,15.4368,752,301,4,278,324397195434420224,GALAXY,0.1585163,288,52000,502
1237648704577863838,185.23060767902,0.0100995809288788,19.31764,18.38629,18.12009,17.9998,17.93916,752,301,4,278,2891385247482537984,STAR,0.0005767042,2568,54153,270
1237648704577929245,185.377250904496,0.200803726812151,17.964,16.39632,15.74191,15.4828,15.32453,752,301,4,279,2880168029637863424,STAR,0.0003497983,2558,54140,422
1237648704577929251,185.379361594865,0.0869115592375293,18.13147,17.3532,16.93616,16.56829,16.44423,752,301,4,279,324409015184418816,GALAXY,0.1072231,288,52000,545
1237648704577929296,185.26756836838,0.0846208382716168,18.54219,17.49083,17.07087,16.71762,16.57594,752,301,4,279,324398020068141056,GALAXY,0.1070803,288,52000,505
1237648704577929299,185.280797414076,0.0475317077532274,19.53852,19.139,18.55866,18.17328,17.99881,752,301,4,279,324408740306511872,QSO,0.1572411,288,52000,544
1237648704577929391,185.379455655606,0.128518845115011,19.25762,19.24938,18.9753,18.88568,18.91675,752,301,4,279,324409564940232704,QSO,1.335835,288,52000,547
1237648704577994767,185.448133539406,0.0151361373421381,17.89052,16.98527,16.73305,16.63174,16.61334,752,301,4,280,2880169129149491200,STAR,7.535266E-05,2558,54140,426
1237648704577994777,185.485218484611,0.163399563859284,18.71479,16.97454,16.38521,16.12513,15.90649,752,301,4,280,324423858591393792,GALAXY,0.106216,288,52000,599
1237648704577994816,185.5285091552,0.0824866288972328,18.95637,17.97179,17.80977,17.76273,17.78803,752,301,4,280,2880182598166931456,STAR,0.0003599455,2558,54140,475
1237648704577994818,185.557781730445,0.0329051267126357,18.25347,17.34355,17.12577,17.02307,16.96043,752,301,4,280,2880183972556466176,STAR,0.0005228624,2558,54140,480
1237648704578060441,185.65197683527,0.0415426573142233,19.26136,19.1851,18.9592,18.88952,18.86333,752,301,4,281,324420834934417408,QSO,1.330196,288,52000,588
1237648704578125834,185.717499546258,0.0916608920785233,16.41278,14.86871,14.31287,14.10415,13.98788,752,301,4,282,2880180399143675904,STAR,-0.0001206905,2558,54140,467
1237648704578125851,185.74714217333,0.196282528835222,19.05024,19.09565,19.19766,18.90488,18.8281,752,301,4,282,324422484201859072,QSO,1.895719,288,52000,594
1237648704578125853,185.766534206857,0.0285540110063409,18.97832,18.10239,17.81904,17.71502,17.695,752,301,4,282,2880180124265768960,STAR,0.0004330849,2558,54140,466
1237648704578125855,185.770327519964,0.198644075214972,18.70031,17.83492,17.57053,17.45308,17.40799,752,301,4,282,2880182873044838400,STAR,-6.915776E-05,2558,54140,476
1237648704578125964,185.855533916571,0.13328982915565,19.59163,17.81984,16.84598,16.44592,16.10031,752,301,4,282,324430455661160448,GALAXY,0.1062806,288,52000,623
1237648704578191376,185.901537768358,0.145036438800279,16.0238,15.09469,14.80986,14.6965,14.6701,752,301,4,283,2880179024754141184,STAR,0.0004771756,2558,54140,462
1237648704578191418,185.980083800185,0.0391553011267553,15.1353,13.94085,13.94638,14.00164,14.03319,752,301,4,283,2880180674021582848,STAR,0.0004138405,2558,54140,468
1237648704578256901,186.011703353148,0.0443163729144952,16.37136,14.76484,14.22739,14.07195,13.9889,752,301,4,284,2880181773533210624,STAR,-7.293044E-05,2558,54140,472
1237648704578256916,186.033936615198,0.00570766122670842,18.76134,17.27291,16.74922,16.59132,16.47496,752,301,4,284,2880187545969256448,STAR,-0.0001729351,2558,54140,493
1237648704578256961,186.076522637927,0.0560707321603442,17.72557,16.5077,16.11247,15.97783,15.92708,752,301,4,284,2880187271091349504,STAR,4.177779E-05,2558,54140,492
1237648704578256965,186.101164194068,0.119306271629869,17.70918,16.77318,16.49644,16.38192,16.34623,752,301,4,284,2880189195236698112,STAR,0.0006451262,2558,54140,499
1237648704578256971,186.111176946891,0.00886898269918994,17.79889,16.90706,16.53008,16.38745,16.30119,752,301,4,284,2880188645480884224,STAR,0.0007772883,2558,54140,497
1237648704578257021,186.015891331608,0.154528346049551,19.42352,18.08814,17.5851,17.41209,17.34603,752,301,4,284,2880186996213442560,STAR,0.0001059488,2558,54140,491
1237648704578257035,186.026429751534,0.11730679581279,19.49485,17.74386,16.93079,16.61019,16.40522,752,301,4,284,2880185621823907840,STAR,0.0002207509,2558,54140,486
1237648704578257040,186.033835632572,0.113212742547732,19.10102,17.89368,17.17626,16.78514,16.47559,752,301,4,284,325493958115354624,GALAXY,0.1560981,289,51990,396
1237648704578257048,186.03958032055,0.164585908662582,19.08999,17.87979,17.30001,16.91738,16.72677,752,301,4,284,324431555172788224,GALAXY,0.07909836,288,52000,627
1237648704578257089,186.113831679167,0.152882187142566,16.32657,14.79158,14.1052,13.75229,13.46165,752,301,4,284,324433204440229888,GALAXY,0.02549985,288,52000,633
1237648704578257140,186.134756873551,0.0521989908150118,19.58891,18.64184,18.49889,18.46553,18.45593,752,301,4,284,2891359134081378304,STAR,-0.0001201035,2568,54153,175
1237648704578257299,186.146904726777,0.129426424067172,19.20085,18.08511,17.69779,17.42061,17.29814,752,301,4,284,324431280294881280,GALAXY,0.04204269,288,52000,626
1237648704578322454,186.212193359663,0.00959737883539056,18.91914,18.02611,17.80632,17.71907,17.72131,752,301,4,285,2880188370602977280,STAR,0.0005579828,2558,54140,496
1237648704578322465,186.249848371419,0.130219087817855,17.6936,16.32069,15.80393,15.6132,15.53206,752,301,4,285,2880184247434373120,STAR,0.0003252671,2558,54140,481
1237648704578322474,186.257207238375,0.148501230226652,18.35066,17.41139,17.18135,17.08709,17.08965,752,301,4,285,2880186171579721728,STAR,-3.049427E-05,2558,54140,488
1237648704578322478,186.28596012273,0.0619332997191274,18.0996,17.1742,16.83233,16.70185,16.66806,752,301,4,285,325504953231632384,STAR,0.000185148,289,51990,436
1237648704578387988,186.357402588231,0.0638316787759635,16.38773,14.9501,14.43486,14.2691,14.19747,752,301,4,286,2880193318405302272,STAR,-4.303197E-05,2558,54140,514
1237648704578387996,186.360256919616,0.0823529345878174,18.9836,17.52731,16.99701,16.7796,16.66278,752,301,4,286,2880193593283209216,STAR,8.966895E-05,2558,54140,515
1237648704578388017,186.423285449558,0.0999199049596275,16.91041,15.45433,14.85858,14.64869,14.53447,752,301,4,286,2880192768649488384,STAR,8.831267E-05,2558,54140,512
1237648704578453574,186.568269881861,0.0100976774886504,18.26847,17.98774,17.77489,17.65078,17.51534,752,301,4,287,325505502987446272,QSO,1.974752,289,51990,438
1237648704578453578,186.579429990901,0.0545733227377414,17.09046,15.47887,14.81628,14.52759,14.37151,752,301,4,287,2880191119382046720,STAR,3.882546E-05,2558,54140,506
1237648704578453584,186.59901175785,0.14123272378547,18.92344,17.86703,17.40125,17.19161,17.12352,752,301,4,287,2880201014986696704,STAR,0.0003513635,2558,54140,542
1237648704578453589,186.606640507139,0.206153050094122,18.54043,17.63641,17.35255,17.25576,17.17422,752,301,4,287,2880204863277393920,STAR,8.26933E-05,2558,54140,556
1237648704578453621,186.497878568643,0.0658238415781229,19.03382,18.15575,17.95118,17.86144,17.88585,752,301,4,287,2891463037930203136,STAR,0.0004803091,2568,54153,553
1237648704578519088,186.678747314133,0.151634687613956,18.71259,16.32915,15.08869,14.58182,14.27226,752,301,4,288,2880203763765766144,STAR,-5.951727E-06,2558,54140,552
1237648704578519117,186.734487538965,0.0680753878992606,18.81766,17.49303,16.91854,16.68079,16.58296,752,301,4,288,2880205687911114752,STAR,-0.0004707915,2558,54140,559
1237648704578519122,186.745388726843,0.103838625634396,18.57371,17.7188,17.39374,17.28585,17.26827,752,301,4,288,2880201289864603648,STAR,0.0001807012,2558,54140,543
1237648704578519124,186.74856167219,0.173245776039777,17.40626,15.87684,15.26237,15.03957,14.92599,752,301,4,288,2880203488887859200,STAR,-8.99054E-05,2558,54140,551
1237648704578519228,186.704715090486,0.185916793925265,19.53823,17.69941,16.98525,16.67076,16.4375,752,301,4,288,2880203214009952256,STAR,0.0007595233,2558,54140,550
1237648704578584655,186.800323634088,0.059674848512261,18.04444,16.12702,15.44266,15.23283,15.12825,752,301,4,289,2880205962789021696,STAR,4.772431E-05,2558,54140,560
1237648704578584666,186.813296787279,0.031704698655944,18.55765,16.35182,15.45455,15.0802,14.85069,752,301,4,289,2880204038643673088,STAR,8.090575E-05,2558,54140,553
1237648704578584724,186.882603286527,0.140064967366,16.80133,15.34514,14.81955,14.64411,14.58058,752,301,4,289,2880212559858788352,STAR,-7.731256E-05,2558,54140,584
1237648704578584737,186.908112369653,0.145877191008531,17.43725,15.98773,15.43505,15.24584,15.17689,752,301,4,289,2880212010102974464,STAR,-6.673489E-05,2558,54140,582
1237648704578584799,186.864198259196,0.0488906726489193,18.78979,17.4279,16.68736,16.28967,15.9906,752,301,4,289,325521995661862912,GALAXY,0.1129216,289,51990,498
1237648720148693178,161.073789475161,-0.892740340416528,19.11236,17.92701,17.42347,17.0868,16.83476,756,301,1,302,309680505664595968,GALAXY,0.03869415,275,51910,211
1237648720148693392,161.024471800569,-0.962380281033404,18.86752,17.33773,16.80683,16.55789,16.38996,756,301,1,302,309689851513432064,GALAXY,0.02655639,275,51910,245
1237648720148758553,161.194122887295,-1.02362394266803,18.95785,18.08318,17.78178,17.65689,17.61821,756,301,1,303,2881248300953004032,STAR,0.0008893495,2559,54208,256
1237648720148758578,161.238813953721,-0.840751356983321,17.80041,16.46003,15.90095,15.66963,15.53772,756,301,1,303,2881259845825095680,STAR,0.0003864227,2559,54208,298
1237648720148758595,161.248030274098,-0.958166788609334,18.76266,17.25724,16.68513,16.47563,16.38993,756,301,1,303,2881249400464631808,STAR,0.0001839804,2559,54208,260
1237648720148824071,161.273419770273,-0.996668901359879,16.82701,15.30022,14.73089,14.5436,14.44859,756,301,1,304,2881249125586724864,STAR,3.983208E-05,2559,54208,259
1237648720148824098,161.303100726332,-0.964276286424861,19.01558,17.72445,17.18152,16.97813,16.85652,756,301,1,304,2689841743460853760,STAR,0.0003655541,2389,54213,243
1237648720148824101,161.307553227063,-1.04636157769898,17.72604,17.4621,17.24036,17.21479,17.09174,756,301,1,304,4262820418115575808,QSO,0.9693318,3786,55563,594
1237648720148824106,161.307623277674,-0.922529502663323,18.6769,17.78154,17.52458,17.42232,17.38025,756,301,1,304,2881245002418120704,STAR,0.0001825866,2559,54208,244
1237648720148824141,161.350691780412,-0.893119393971503,18.12173,16.84951,16.38322,16.20272,16.10719,756,301,1,304,2689842018338760704,STAR,0.0002386696,2389,54213,244
1237648720148824155,161.358511115723,-1.02001339916315,18.68765,18.61862,18.59058,18.50573,18.31973,756,301,1,304,309681605176223744,QSO,2.093151,275,51910,215
1237648720148889604,161.425648703678,-0.991083326763932,18.82957,17.93844,17.56125,17.39783,17.33559,756,301,1,305,2881247201441376256,STAR,0.0003565107,2559,54208,252
1237648720148889609,161.44070333636,-0.974533128728588,17.56939,16.61339,16.2723,16.13031,16.0821,756,301,1,305,2881235656569284608,STAR,0.0003324815,2559,54208,210
1237648720148889820,161.487169607022,-0.879257492160153,19.56237,17.59451,16.7141,16.29138,15.95551,756,301,1,305,309657965676226560,GALAXY,0.08621725,275,51910,129
1237648720148889846,161.564309121852,-1.01780443265946,19.56588,18.63518,18.09855,17.7029,17.48965,756,301,1,305,309656041530877952,GALAXY,0.06744873,275,51910,122
1237648720148955142,161.578305545842,-0.856035601534719,18.45709,17.05875,16.56312,16.35972,16.28534,756,301,1,306,2881235931447191552,STAR,0.0002912989,2559,54208,211
1237648720148955280,161.68037891671,-0.875843442209718,18.0872,16.64009,16.17627,15.98626,15.92437,756,301,1,306,2689833222245738496,STAR,6.274234E-05,2389,54213,212
1237648720148955283,161.693352692403,-0.923690302495205,18.20489,17.12961,16.79656,16.62952,16.57625,756,301,1,306,2881236481203005440,STAR,0.0009959292,2559,54208,213
1237648720148955318,161.635132142911,-0.855769710702975,19.39882,18.3913,17.85607,17.46761,17.32818,756,301,1,306,309660439577389056,GALAXY,0.150701,275,51910,138
1237648720149020680,161.737924524662,-1.01584189934683,17.46669,16.36004,15.87807,15.65679,15.56303,756,301,1,307,2881211742191380480,STAR,0.0006956038,2559,54208,123
1237648720149020689,161.741679554312,-0.987110454122463,17.66388,18.01819,18.96769,18.32366,16.18336,756,301,1,307,4262863024191152128,STAR,5.171339E-05,3786,55563,749
1237648720149020696,161.741646701087,-0.84602936624305,17.70241,17.84848,18.15799,18.38987,18.71965,756,301,1,307,2712356168134584320,STAR,5.778568E-05,2409,54210,230
1237648720149020955,161.740891339265,-0.979873710242681,18.53678,17.96047,17.373,17.21301,17.18247,756,301,1,307,309659889821575168,GALAXY,0.03981317,275,51910,136
1237648720149020986,161.811256682895,-1.02095041698904,19.28844,17.89368,17.29176,17.05897,16.92672,756,301,1,307,2689810407379462144,STAR,-0.0001389605,2389,54213,129
1237648720149086217,161.881550127466,-0.919919301104188,17.5803,15.91818,15.3324,15.12888,15.04031,756,301,1,308,2689812606402717696,STAR,7.933867E-05,2389,54213,137
1237648720149086328,161.935475781852,-0.950524204852109,17.58302,16.1223,15.61429,15.4367,15.37343,756,301,1,308,2881211192435566592,STAR,9.736203E-05,2559,54208,121
1237648720149086374,161.884334550922,-0.944497871648988,18.97204,17.9849,17.66618,17.43481,17.32352,756,301,1,308,309644771536693248,GALAXY,0.05151358,275,51910,81
1237648720149151773,162.047298028103,-0.840633793220611,17.07819,15.49603,14.84319,14.54306,14.38931,756,301,1,309,2881214216092542976,STAR,0.0005434994,2559,54208,132
1237648720149151860,162.081346538473,-0.941748912922624,19.43337,18.54425,18.21197,18.07626,17.99902,756,301,1,309,4316714087629168640,STAR,0.0005863355,3834,56014,50
1237648720149151862,162.098583971208,-0.914676301123324,18.30903,17.08338,16.65224,16.48205,16.39475,756,301,1,309,2881214490970449920,STAR,0.0001178469,2559,54208,133
1237648720149151871,162.120042562271,-0.963064279554922,18.2861,18.11478,18.14232,18.02426,18.03402,756,301,1,309,309636525199484928,QSO,1.741678,275,51910,51
1237648720149151888,162.161326712986,-1.04170596594895,16.67229,15.52946,15.16349,15.04075,15.00277,756,301,1,309,2881201021953009664,STAR,5.172362E-05,2559,54208,84
1237648720149217362,162.177630999344,-1.00711747607598,18.04392,16.98619,16.67233,16.54937,16.49476,756,301,1,310,2689798587629463552,STAR,0.0002644813,2389,54213,86
1237648720149217369,162.199739985484,-1.01466106953467,18.85257,17.86745,17.55789,17.43459,17.38357,756,301,1,310,2689799137385277440,STAR,-5.867006E-07,2389,54213,88
1237648720149217394,162.224811282596,-0.987748766912312,16.86535,15.81168,15.47238,15.32898,15.27367,756,301,1,310,2881202121464637440,STAR,0.0002749185,2559,54208,88
1237648720149217396,162.246565533883,-0.918542011081873,17.71105,16.34725,15.83003,15.60209,15.47698,756,301,1,310,2689799687141091328,STAR,-0.0004562202,2389,54213,90
1237648720149217472,162.305639015325,-1.00378082927994,19.18404,19.1997,19.1041,18.78402,18.68743,756,301,1,310,309624705449486336,QSO,2.006571,275,51910,8
1237648720149217496,162.204213574552,-0.987362486566865,17.80165,16.61996,16.1181,15.85237,15.64157,756,301,1,310,309633776420415488,GALAXY,0.02614697,275,51910,41
1237648720149217569,162.289475016657,-0.908548804887083,18.66761,16.83642,15.95352,15.51473,15.16474,756,301,1,310,310827296275589120,GALAXY,0.03804233,276,51909,287
1237648720149282913,162.333718179587,-1.00123682508989,18.45831,17.09308,16.55146,16.36101,16.27274,756,301,1,311,2881202671220451328,STAR,0.0003886497,2559,54208,90
1237648720149282917,162.345199746074,-0.846905434888743,19.45426,17.49314,16.74405,16.50129,16.34002,756,301,1,311,2689800511774812160,STAR,0.000164115,2389,54213,93
1237648720149282950,162.410052514389,-0.97466997235962,17.57672,16.30313,15.82177,15.6353,15.5685,756,301,1,311,2881201846586730496,STAR,0.0003267333,2559,54208,87
1237648720149283041,162.406377465927,-0.907118294528233,18.41814,17.17549,16.63656,16.31784,16.1021,756,301,1,311,310825921886054400,GALAXY,0.03836371,276,51909,282
1237648720149348376,162.492428699385,-1.03751166897491,19.16261,17.45277,16.81324,16.56124,16.44654,756,301,1,312,2689789516658534400,STAR,7.817891E-05,2389,54213,53
1237648720149348493,162.588827954316,-0.872012929791216,17.37496,16.06552,15.63478,15.48339,15.42321,756,301,1,312,2689790891048069120,STAR,5.264092E-05,2389,54213,58
1237648720149348494,162.586296880606,-0.873837221516532,18.81535,16.69037,15.70883,15.31833,14.85697,756,301,1,312,310830869688379392,GALAXY,0.1074627,276,51909,300
1237648720149348522,162.598510059479,-0.990873937178087,18.02848,16.65369,16.06824,15.82721,15.70943,756,301,1,312,2689786767879464960,STAR,-3.757326E-05,2389,54213,43
1237648720149348536,162.611023849051,-0.890844708665695,17.33813,15.96866,15.49672,15.33282,15.27834,756,301,1,312,2689790066414348288,STAR,-4.708583E-05,2389,54213,55
1237648720149348588,162.547149689414,-1.00205650850201,19.48367,18.1998,17.55522,17.15322,16.93752,756,301,1,312,309624430571579392,GALAXY,0.1045614,275,51910,7
1237648720149413909,162.667395647488,-0.900916547433527,16.52364,15.40187,15.08259,14.97577,14.95088,756,301,1,313,2881193875127429120,STAR,0.0002630509,2559,54208,58
1237648720684974090,159.624964770133,-0.620714450464162,19.19383,18.20278,17.90109,17.77634,17.74759,756,301,2,293,4245951160647655424,STAR,-0.0002564917,3771,55544,664
1237648720685039745,159.797841557464,-0.557196465638875,19.19752,18.07471,17.76889,17.6148,17.49577,756,301,2,294,308559553610409984,GALAXY,0.02335118,274,51913,229
1237648720685039749,159.803302223155,-0.535038616495876,19.26627,18.16093,17.59907,17.2172,17.06311,756,301,2,294,308557354587154432,GALAXY,0.1236402,274,51913,221
1237648720685039769,159.847523457182,-0.534266400017217,19.38251,17.92302,17.11018,16.66492,16.34558,756,301,2,294,308547733860411392,GALAXY,0.1141676,274,51913,186
1237648720685105261,159.939345477933,-0.609184323114403,19.48702,18.51823,18.18637,18.06704,18.05865,756,301,2,295,4315601369715154944,STAR,0.0007902409,3833,55290,98
1237648720685105352,160.034263606852,-0.421625751212431,19.2634,17.67693,16.82551,16.42307,16.13864,756,301,2,295,308551032395294720,GALAXY,0.1330486,274,51913,198
1237648720685105353,160.035161870165,-0.599992668573346,19.31866,18.27407,17.74884,17.41618,17.24165,756,301,2,295,308547184104597504,GALAXY,0.07470067,274,51913,184
1237648720685170714,160.144209078344,-0.489329777701818,18.73682,17.65075,17.23958,17.07875,17.03255,756,301,2,296,308541686546458624,STAR,0.0001067668,274,51913,164
1237648720685170803,160.119405032498,-0.618130050302146,19.29416,17.97134,17.26079,16.86013,16.56031,756,301,2,296,308541411668551680,GALAXY,0.08692535,274,51913,163
1237648720685236313,160.227546792932,-0.433199866817967,19.48611,17.93822,17.21548,16.82853,16.53911,756,301,2,297,309705244676220928,GALAXY,0.1335348,275,51910,301
1237648720685236327,160.248668673739,-0.5799923607078,19.31804,17.30973,16.17525,15.69015,15.31261,756,301,2,297,309702495897151488,GALAXY,0.1370104,275,51910,291
1237648720685301855,160.383115087355,-0.459235230744618,19.29157,17.3125,16.17862,15.70898,15.31378,756,301,2,298,309708818089011200,GALAXY,0.1373722,275,51910,314
1237648720685301865,160.384805843203,-0.586704796317675,19.52565,19.29625,18.95885,18.52108,18.57694,756,301,2,298,309699747118082048,QSO,0.1346428,275,51910,281
1237648720685301891,160.433951720843,-0.60848149784989,19.38467,18.59734,18.12431,17.74761,17.63823,756,301,2,298,309704969798313984,GALAXY,0.1321922,275,51910,300
1237648720685301897,160.443642405501,-0.600549711940271,18.27173,17.0717,16.65145,16.39055,16.27766,756,301,2,298,308536188988319744,GALAXY,0.03641907,274,51913,144
1237648720685301915,160.453491880986,-0.617038417187846,19.10892,17.76311,16.91794,16.47233,16.19134,756,301,2,298,308538937767389184,GALAXY,0.1383506,274,51913,154
