objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237646798138638712,123.743041475178,1.00639863332928,18.98689,17.09758,16.18773,15.7323,15.46169,308,301,5,116,5391054043857526784,GALAXY,0.09046602,4788,55889,892
1237646798669546317,110.070039152762,1.21873469068252,19.42591,18.42443,18.00135,17.79079,17.70945,308,301,6,25,8388148207679414272,STAR,0.0001041384,7450,56722,705
1237646798669611941,110.246453694025,1.36487180646857,18.58476,17.2945,16.42206,16.27426,15.89856,308,301,6,26,8388170472789876736,STAR,0.0003911394,7450,56722,786
1237646798669612110,110.275373083406,1.40706968079337,19.44881,17.06147,16.09691,15.75754,15.58153,308,301,6,26,8388169373278248960,STAR,0.000127138,7450,56722,782
1237646798669613281,110.273030531758,1.42480661908606,19.58554,17.76914,16.91808,16.55439,16.34465,308,301,6,26,8388169098400342016,STAR,9.15405E-05,7450,56722,781
1237646798669743567,110.455531311091,1.25418024451338,19.58684,17.73149,16.96642,16.67645,16.4914,308,301,6,28,8388182292539875328,STAR,0.00034609,7450,56722,829
1237646798669743668,110.469850321108,1.22843484877184,19.42571,17.78678,17.11364,16.85967,16.67854,308,301,6,28,8388182567417782272,STAR,0.0001824168,7450,56722,830
1237646798669808566,110.730699586137,1.28966134297373,18.36269,16.79013,16.16286,15.91035,15.78032,308,301,6,29,8388213353743360000,STAR,0.0001703394,7450,56722,942
1237646798673805620,119.822102639992,1.32442301240208,19.11461,17.11108,16.35578,16.07985,15.94747,308,301,6,90,8389273283237748736,STAR,0.0002588388,7451,56739,702
1237646798673871225,119.997297216918,1.29561886942421,19.25602,17.7522,17.28004,17.11725,17.12696,308,301,6,91,8389285377865654272,STAR,0.0002709865,7451,56739,746
1237646798673936842,120.124147987501,1.31137251329373,18.68312,16.80078,16.12189,15.88605,15.78726,308,301,6,92,8389295273470304256,STAR,0.0002088686,7451,56739,782
1237646798674002003,120.194986983059,1.33923172659624,19.13375,17.84091,17.37001,17.20419,17.1407,308,301,6,93,8389296098104025088,STAR,0.0002751591,7451,56739,785
1237646798674002852,120.29807086483,1.3592659367427,19.41101,17.17151,16.17792,15.78271,15.51502,308,301,6,93,8389306818342395904,STAR,0.0003912316,7451,56739,824
1237646798674133290,120.547818530547,1.28122745118273,19.17278,17.30439,16.63581,16.43598,16.35109,308,301,6,95,8389320012481929216,STAR,-6.638136E-05,7451,56739,872
1237648595579699667,244.576496937277,-1.25526341343839,19.29697,18.08211,17.20792,16.74347,16.43762,727,301,1,74,389597954933024768,GALAXY,0.1272051,346,51693,133
1237648597190050276,243.907445992024,0.00239455973999592,18.71962,17.45311,16.88231,16.54723,16.2756,727,301,4,70,389626542235346944,GALAXY,0.06540032,346,51693,237
1237648597190115880,244.102332171457,0.00261959814631587,19.35342,18.11187,17.45305,17.10616,16.88711,727,301,4,71,389611149072558080,GALAXY,0.07115377,346,51693,181
1237648597726658810,243.347026532837,0.424137062599487,19.25923,18.84224,18.85939,18.69218,18.76842,727,301,5,66,388597674179323904,QSO,0.5894275,345,51690,590
1237648672891011146,174.164488285325,-0.956707464862845,19.57255,18.59834,18.47911,18.45792,18.60459,745,301,1,103,317529640069523456,STAR,0.001135097,282,51658,94
1237648672919519703,239.360635217239,-0.916689727240953,19.23879,17.49932,16.53521,16.09223,15.76121,745,301,1,538,386219155684091904,GALAXY,0.03969949,343,51692,129
1237648672919584831,239.402069950096,-0.975878751984952,18.67422,17.42511,16.89116,16.67803,16.57392,745,301,1,539,386216956660836352,STAR,-0.0001431923,343,51692,121
1237648672921420193,243.567523983011,-0.880445872710823,18.83577,17.25845,16.54556,16.13434,15.83491,745,301,1,567,388440718894458880,GALAXY,0.07050942,345,51690,19
1237648672921485632,243.708876085192,-0.915652960805175,17.61482,15.69639,14.77024,14.31876,13.95353,745,301,1,568,389641385642321920,GALAXY,0.0307668,346,51693,291
1237648672921485934,243.847368539051,-0.89834324746353,19.41207,18.88776,18.56437,18.58996,18.3926,745,301,1,568,389631764915578880,QSO,1.06284,346,51693,256
1237648672921681954,244.16241187529,-0.889893126755971,18.99412,17.90879,17.46466,17.28111,17.20599,745,301,1,571,389630390526044160,STAR,-0.000178635,346,51693,251
1237648672921813985,244.512664245166,-0.934182656522487,19.14963,18.00378,17.4657,17.1376,16.90036,745,301,1,573,389618021020231680,GALAXY,0.04402394,346,51693,206
1237648672921944252,244.813944768965,-0.937774714040474,18.7809,19.0767,19.45117,19.74457,20.02123,745,301,1,575,389588609084188672,STAR,0.0006097341,346,51693,99
1237648672922009716,244.949053283926,-0.89423490445719,19.15965,18.91703,18.61517,18.38544,18.42006,745,301,1,576,389586135183026176,QSO,1.496161,346,51693,90
1237648672922206625,245.493887274592,-0.903742395353753,17.33854,16.27237,15.90035,15.75182,15.69667,745,301,1,579,389561945927215104,STAR,-0.0008722768,346,51693,2
1237648672922206684,245.359371457351,-0.905392886472092,19.38219,18.20107,17.8056,17.4992,17.41172,745,301,1,579,409908413749815296,GALAXY,0.06565089,364,52000,294
1237648672922206835,245.417659293308,-0.85560513562754,19.2266,17.27751,16.39126,15.95711,15.61498,745,301,1,579,409904840337025024,GALAXY,0.04565,364,52000,281
1237648672922207003,245.47604120004,-0.859924269720683,19.41398,17.29078,16.33702,15.87626,15.48284,745,301,1,579,409908688627722240,GALAXY,0.04462435,364,52000,295
1237648672922272244,245.538824342651,-0.872555231968954,19.19971,17.22391,16.29199,15.85335,15.48367,745,301,1,580,389565244462098432,GALAXY,0.04954444,346,51693,14
1237648672922337955,245.700633163194,-0.844300570061714,18.04187,16.38026,15.51751,15.04708,14.68362,745,301,1,581,409906214726559744,GALAXY,0.04593659,364,52000,286
1237648672922468549,246.020742957894,-0.877447933024285,18.05132,16.94163,16.56012,16.27179,16.12879,745,301,1,583,409897693511444480,GALAXY,0.05315065,364,52000,255
1237648672922468973,246.015171970656,-0.902868762939568,17.75489,16.31037,15.54011,15.10274,14.79766,745,301,1,583,409898793023072256,GALAXY,0.04652571,364,52000,259
1237648672922534038,246.152486636722,-0.919125261932695,19.14551,17.94895,17.85661,17.85323,17.88321,745,301,1,584,409883399860283392,STAR,-0.0002215363,364,52000,203
1237648672922534053,246.160300368923,-0.896662044102853,18.03995,16.84321,16.26401,15.86949,15.62851,745,301,1,584,409882850104469504,GALAXY,0.04825275,364,52000,201
1237648672922599495,246.273403006373,-0.93545139750057,19.22729,18.10856,17.62888,17.42704,17.30622,745,301,1,585,409885049127725056,STAR,-5.154613E-05,364,52000,209
1237648672922992757,247.176103508063,-0.882946006297217,18.64252,17.46848,17.34717,17.33329,17.36111,745,301,1,591,409842443052148736,STAR,-9.555041E-05,364,52000,54
1237648672922992973,247.254488648274,-0.854530837988111,18.25633,16.75476,16.15203,15.92617,15.82208,745,301,1,591,409831722813777920,STAR,9.406324E-06,364,52000,15
1237648672924041541,249.659314942738,-0.904867053739799,19.32972,19.59161,19.94725,20.23962,20.30066,745,301,1,607,391814020249708544,STAR,-0.0001165548,348,51671,3
1237648672924041814,249.583195710872,-0.915852881233561,19.56442,18.31213,18.15499,18.12128,18.10196,745,301,1,607,391814295127615488,STAR,-0.0004299154,348,51671,4
1237648672924107240,249.692211980955,-0.891026543234362,19.57101,17.94255,16.91265,16.47159,16.0629,745,301,1,608,391814844883429376,GALAXY,0.08782733,348,51671,6
1237648673432076294,183.70192877105,-0.6319931232798,18.10185,16.71889,16.11128,15.8495,15.70898,745,301,2,167,3722255136291135488,STAR,0.000592011,3306,54922,109
1237648673432207385,184.069273934303,-0.63151277795457,18.38508,17.15037,16.61963,16.38986,16.27164,745,301,2,169,3722243316541136896,GALAXY,0.7351998,3306,54922,66
1237648673456259238,238.987770082002,-0.6023347421219,18.14292,17.74537,17.58131,17.57654,17.47079,745,301,2,536,386235098602694656,QSO,0.7628108,343,51692,187
1237648673456455739,239.407945254127,-0.509933341717728,17.80781,16.46973,16.38199,16.34636,16.35388,745,301,2,539,386224103486416896,STAR,-0.0005827661,343,51692,147
1237648673456455904,239.382779342383,-0.467645077965633,18.92431,17.23879,16.34981,15.87913,15.53199,745,301,2,539,386224928120137728,GALAXY,0.08465462,343,51692,150
1237648673456521499,239.542339974415,-0.522224201103128,19.2607,17.75067,17.52371,17.3766,17.15547,745,301,2,540,386223553730603008,QSO,2.832395,343,51692,145
1237648673458028590,242.981941801594,-0.485089758774735,18.10821,16.77918,16.21246,16.0048,15.90154,745,301,2,563,389644684177205248,STAR,-0.0004178351,346,51693,303
1237648673458028867,242.954822857834,-0.44645743725235,18.90115,17.03906,16.03109,15.4815,15.06539,745,301,2,563,388466282539804672,GALAXY,0.08011556,345,51690,112
1237648673458028997,243.021007365617,-0.494569887301748,19.2421,18.07248,17.57599,17.21374,17.00031,745,301,2,563,389647707834181632,GALAXY,0.06661516,346,51693,314
1237648673458421817,243.884393926507,-0.458423132056655,17.01633,16.8166,16.47103,16.01772,15.98409,745,301,2,569,389622693944649728,QSO,0.1464716,346,51693,223
1237648673458487559,244.112956714999,-0.492485347446116,17.34144,17.66519,18.08743,18.37465,18.64286,745,301,2,570,389614997363255296,STAR,-5.111503E-06,346,51693,195
1237648673458487577,244.138857081011,-0.484508164861192,19.17439,17.9477,17.45896,17.27624,17.12362,745,301,2,570,389614447607441408,STAR,-1.160469E-05,346,51693,193
1237648673458553624,244.284910358756,-0.455476626971969,18.63084,16.69326,15.67451,15.20557,14.82077,745,301,2,571,389605926392326144,GALAXY,0.09280799,346,51693,162
1237648673458684342,244.491830991142,-0.470565563957013,18.43597,17.47617,17.10257,16.90971,16.82976,745,301,2,573,389602078101628928,GALAXY,0.01660742,346,51693,148
1237648673458684355,244.496790593595,-0.498397857386447,17.9878,16.51811,15.74451,15.30433,14.98556,745,301,2,573,389601528345815040,GALAXY,0.0504769,346,51693,146
1237648673458880550,244.916396994536,-0.523075658434574,18.45084,17.39167,16.97855,16.82599,16.76456,745,301,2,576,389583661281863680,STAR,-0.0003407495,346,51693,81
1237648673458881046,244.925582121036,-0.45583640520824,19.34707,17.76923,16.92714,16.48486,16.14608,745,301,2,576,389590533229537280,GALAXY,0.07900908,346,51693,106
1237648673458881081,244.935544825999,-0.479246996224929,18.53797,17.16947,16.5021,16.18933,15.95892,745,301,2,576,389591082985351168,GALAXY,0.05936759,346,51693,108
1237648673458946200,245.128493328899,-0.499415435018571,19.18215,18.79711,18.8115,18.61492,18.51464,745,301,2,577,409911987162605568,QSO,0.5382954,364,52000,307
1237648673459077169,245.36735255391,-0.45707380877553,18.12316,16.31978,15.37991,14.91012,14.5367,745,301,2,579,409910612773070848,GALAXY,0.05909181,364,52000,302
1237648673459077500,245.376694392899,-0.457007951610686,19.46922,17.96987,17.31625,16.92729,16.71774,745,301,2,579,389579812991166464,GALAXY,0.06916405,346,51693,67
1237648673459339331,245.978479351271,-0.48345549515451,19.38072,17.38953,16.26663,15.75659,15.36963,745,301,2,583,409888347662608384,GALAXY,0.09362785,364,52000,221
1237648673459339959,246.034378113226,-0.473284059283995,19.51987,17.56103,16.443,15.95302,15.57304,745,301,2,583,409879826447493120,GALAXY,0.1424379,364,52000,190
1237648673459470810,246.268157013529,-0.426989896339287,19.46025,18.28482,17.78494,17.50377,17.31497,745,301,2,585,409871854988191744,GALAXY,0.04653732,364,52000,161
1237648673459667002,246.695625778243,-0.510110723913477,18.0106,16.81185,16.32209,16.03653,15.92627,745,301,2,588,409867731819587584,GALAXY,0.044495,364,52000,146
1237648673459667234,246.78208089527,-0.492431556613583,17.60994,15.90911,15.0209,14.54955,14.19971,745,301,2,588,409857011581216768,GALAXY,0.04619161,364,52000,107
1237648673459798485,247.021139091697,-0.448676629049108,19.23512,19.08207,18.78046,18.81124,18.99055,745,301,2,590,409847940610287616,QSO,1.149604,364,52000,74
1237648673460322580,248.26901575673,-0.488919926197213,19.27635,17.99304,17.47953,17.29088,18.2856,745,301,2,598,391878066802026496,STAR,-7.320753E-05,348,51671,236
1237648673460585255,248.89452046122,-0.452329487143864,18.73576,16.83826,15.94847,15.53803,15.15638,745,301,2,602,391858000714819584,GALAXY,0.07018682,348,51671,163
1237648673460847568,249.49655124089,-0.498468271539199,18.99369,17.31122,16.48666,16.05332,15.74858,745,301,2,606,391842332674123776,GALAXY,0.05894065,348,51671,106
1237648673971437587,189.429820970643,-0.131042118889625,17.83883,16.62422,16.84056,17.03584,17.15817,745,301,3,205,3259512192768174080,STAR,0.0006484753,2895,54567,116
1237648673971437597,189.44854453545,-0.0527452431680111,18.97562,17.84829,17.49412,17.374,17.35097,745,301,3,205,327722117388855296,STAR,0.0002573865,291,51928,310
1237648673971437601,189.453800993564,-0.0973128417208388,17.66081,16.62739,16.28842,16.17215,16.14751,745,301,3,205,3259512467646081024,STAR,5.906141E-07,2895,54567,117
1237648673971437606,189.468746610975,-0.0359997477233561,17.28231,16.209,15.7648,15.51375,15.47968,745,301,3,205,3259513017401894912,STAR,0.0005791125,2895,54567,119
1237648673971437623,189.522249247665,-0.0270313533159909,16.32175,14.72385,13.8848,13.46923,13.15061,745,301,3,205,326652842548946944,GALAXY,0.01251297,290,51941,516
1237648673971437743,189.497149879798,-0.11058547294874,19.25978,18.10524,17.4296,17.08964,16.85153,745,301,3,205,327724316412110848,GALAXY,0.1383053,291,51928,318
1237648673987231888,225.529253297311,-0.0297877635367148,19.21136,18.738,18.76889,18.96195,19.18182,745,301,3,446,4521722972021432320,STAR,-0.0001976672,4016,55632,396
1237648673987232019,225.494355599868,-0.11431690926334,19.43974,18.09289,17.40579,17.0081,16.82082,745,301,3,446,349090577159055360,GALAXY,0.04019753,310,51990,224
1237648673987297298,225.618801616393,-0.0722106363140716,19.20709,18.15223,17.73545,17.56275,17.45809,745,301,3,447,3731399500426747904,STAR,-0.0001390416,3314,54970,608
1237648673987297312,225.622543072464,-0.100978628042262,19.10323,18.0041,17.4903,17.30673,17.18908,745,301,3,447,3731401424572096512,STAR,-0.0001695826,3314,54970,615
1237648673992540336,237.707347752129,-0.117291126261182,19.033,17.66646,17.19285,16.90451,16.70202,745,301,3,527,385074564062799872,GALAXY,0.05492734,342,51691,61
1237648673992605755,237.777182788924,-0.195780795346483,19.23882,17.96441,18.02486,18.13573,18.22423,745,301,3,528,386266984439900160,STAR,0.0005334903,343,51692,303
1237648673992671414,238.005408184453,-0.200869373699392,19.02585,18.11727,17.80651,17.66225,17.54215,745,301,3,529,385063843824429056,STAR,-6.158031E-05,342,51691,22
1237648673992671592,237.945144439703,-0.10517041626296,17.97498,15.81678,14.82701,14.36535,13.90116,745,301,3,529,386267259317807104,GALAXY,0.05442572,343,51692,304
1237648673992671645,237.959268755501,-0.0633508066459887,19.44938,18.14694,17.57179,17.20039,16.96631,745,301,3,529,385078687231404032,GALAXY,0.1136348,342,51691,76
1237648673992736897,238.077442374886,-0.0716201678985533,18.74538,17.79199,17.44869,17.31479,17.3016,745,301,3,530,386291173695711232,STAR,-0.0001934614,343,51692,391
1237648673992802312,238.179386586862,-0.0901691256876695,18.80042,18.75799,19.01897,19.23481,19.41763,745,301,3,531,385065767969777664,STAR,4.647072E-06,342,51691,29
1237648673992802690,238.249753327222,-0.00527359904372889,19.31768,17.88629,17.14264,16.71917,16.43868,745,301,3,531,385066867481405440,GALAXY,0.08963996,342,51691,33
1237648673992868052,238.461477074857,-0.183671208318667,17.90458,16.72477,16.59318,16.57553,16.62882,745,301,3,532,386255439567808512,STAR,-0.0001709204,343,51692,261
1237648673992868256,238.428955726175,-0.0507242771052364,18.51617,16.95023,16.19773,15.77378,15.47813,745,301,3,532,386303543201523712,GALAXY,0.05351913,343,51692,436
1237648673992999044,238.699434907076,-0.17000008394552,18.81672,17.43163,16.87278,16.63026,16.51572,745,301,3,534,386245543963158528,STAR,-5.77126E-05,343,51692,225
1237648673993064682,238.883304073851,-0.181947980248665,19.07407,19.32453,19.10185,18.93286,18.80589,745,301,3,535,386238122259671040,STAR,4.015216E-05,343,51692,198
1237648673993130428,239.010923612079,-0.122736898849498,19.5175,19.41074,19.70934,19.88787,20.19308,745,301,3,536,386236198114322432,STAR,-5.821546E-05,343,51692,191
1237648673993130437,239.018401675833,-0.0923106387967201,19.49057,17.89874,17.09839,16.6558,16.36493,745,301,3,536,386238672015484928,GALAXY,0.07758257,343,51692,200
1237648673993195770,239.112090068846,-0.0218160200421229,19.1955,18.01051,17.5018,17.14197,16.95138,745,301,3,537,386320585631754240,GALAXY,0.04233624,343,51692,498
1237648673993195779,239.116456160575,-0.184045577158697,19.49472,18.39925,17.79256,17.38426,17.16601,745,301,3,537,386230700556183552,GALAXY,0.08508994,343,51692,171
1237648673993392163,239.543229731737,-0.087878065754587,17.27711,15.93447,15.978,16.05394,16.06975,745,301,3,540,386226577387579392,STAR,0.0001637036,343,51692,156
1237648673993392350,239.514934679486,-0.124238866669572,18.79019,16.79083,15.8557,15.38292,15.03051,745,301,3,540,386227402021300224,GALAXY,0.04077013,343,51692,159
1237648673993654418,240.17097844657,-0.0772683335397786,18.89928,17.49742,16.63788,16.12202,15.76694,745,301,3,544,386357694149191680,GALAXY,0.1559238,343,51692,633
1237648673994637807,242.433159852917,-0.115135556251948,18.59122,17.56834,17.24212,17.24257,18.17929,745,301,3,559,388479751557244928,GALAXY,0.005018893,345,51690,161
1237648673994637868,242.43762819834,-0.158120410286202,19.46029,18.12617,17.44689,17.16181,17.00362,745,301,3,559,388484974237476864,STAR,-0.0001178778,345,51690,180
1237648673994637874,242.44623828707,-0.0184981602352139,19.50673,17.55027,16.53967,16.09758,15.68324,745,301,3,559,388483599847942144,GALAXY,0.08048908,345,51690,175
1237648673994702955,242.544471936049,-0.176941219504682,19.38842,17.31414,16.29837,15.80596,15.42626,745,301,3,560,388474528877012992,GALAXY,0.06935806,345,51690,142
1237648673994768421,242.680738592488,-0.143612499752071,19.56347,17.77927,16.81713,16.38445,16.04378,745,301,3,561,388466832295618560,GALAXY,0.1063814,345,51690,114
1237648673994768731,242.719853718851,-0.00542933320134963,19.23431,17.90094,17.20117,16.86932,16.57295,745,301,3,561,388578157847930880,GALAXY,0.02894331,345,51690,519
1237648673994834126,242.907661769286,-0.143806295397067,18.35851,17.06477,16.52053,16.29901,16.1961,745,301,3,562,389646058566739968,STAR,-0.0001377841,346,51693,308
1237648673994834323,242.829351255025,-0.0943714724314949,18.6699,16.70715,15.69039,15.23475,14.86296,745,301,3,562,388467656929339392,GALAXY,0.08993423,345,51690,117
1237648673994834397,242.84436158745,-0.075646653557559,19.55555,17.64036,16.69641,16.23968,15.88483,745,301,3,562,388467931807246336,GALAXY,0.06295025,345,51690,118
1237648673994834517,242.898778778802,-0.0154619143792163,18.29323,17.19777,16.71038,16.43923,16.24351,745,301,3,562,389645783688833024,GALAXY,0.02424059,346,51693,307
1237648673994834641,242.944102247667,-0.0344513266576725,18.48769,17.41185,16.9221,16.65832,16.48495,745,301,3,562,388468481563060224,GALAXY,0.02408826,345,51690,120
1237648673994900087,243.076397717554,-0.051235078257416,18.63214,17.03507,16.27731,15.9094,15.64428,745,301,3,563,388457211568875520,GALAXY,0.06366909,345,51690,79
1237648673994965546,243.236781626301,-0.0962512670121271,16.66974,14.77006,13.88219,13.42507,13.14396,745,301,3,564,388445941574690816,GALAXY,0.0308672,345,51690,38
1237648673994965554,243.236987282217,-0.100190158394926,17.29519,16.73442,17.08198,17.15347,18.25844,745,301,3,564,389636987595810816,GALAXY,0.03052526,346,51693,275
1237648673995030751,243.3856545373,-0.0586181936032617,18.57137,18.60205,17.94477,17.47239,17.17794,745,301,3,565,389633689060927488,STAR,4.548636E-05,346,51693,263
1237648673995096731,243.542249855132,-0.0378317084620344,18.74072,17.28601,16.66703,16.33081,16.08293,745,301,3,566,389624343212091392,GALAXY,0.05827271,346,51693,229
1237648673995162093,243.583195948052,-0.0315641264387658,18.06095,16.20889,15.2915,14.84426,14.47095,745,301,3,567,389625717601626112,GALAXY,0.03081088,346,51693,234
1237648673995424170,244.181483934582,-0.0407623220046296,19.35233,18.86894,18.60658,18.57084,18.33137,745,301,3,571,389613073217906688,QSO,0.7860857,346,51693,188
1237648673995424553,244.241553069074,-0.0484378348932881,19.3469,17.91381,17.27614,16.97921,16.68362,745,301,3,571,389609224927209472,GALAXY,0.08033779,346,51693,174
1237648673995489776,244.330869157811,-0.0819928237445058,19.44802,17.95897,17.18763,16.79636,16.51975,745,301,3,572,389605651514419200,GALAXY,0.1081634,346,51693,161
1237648673995620454,244.635216656933,-0.0760926402195147,18.52082,17.4242,17.2761,17.27213,17.28031,745,301,3,574,389592182496978944,STAR,-0.0003137829,346,51693,112
1237648673995686549,244.875590054073,-0.0385262479738886,18.45272,16.84462,15.96703,15.53325,15.22941,745,301,3,575,389593282008606720,GALAXY,0.07921813,346,51693,116
1237648673995817081,245.101689539014,-0.0960892991070191,17.54009,17.37406,17.68549,17.97549,18.25905,745,301,3,577,409913361552140288,STAR,-0.0001309863,364,52000,312
1237648673995948107,245.38188754097,-0.0723638925339617,17.50697,15.74549,14.93004,14.5336,14.21868,745,301,3,579,409913086674233344,GALAXY,0.02728706,364,52000,311
1237648673996079198,245.670640571583,-0.0235160221722781,18.03349,16.99499,16.80437,16.74506,16.71893,745,301,3,581,389570467142330368,STAR,-0.0003348804,346,51693,33
1237648673996210408,246.02663537787,-0.0193419057552939,17.15533,15.93695,15.73742,15.71929,15.73813,745,301,3,583,409880376203307008,STAR,0.0002017642,364,52000,192
1237648673996341626,246.393344444656,-0.0321830363808841,19.4201,18.36756,18.21859,18.20171,18.22385,745,301,3,585,409876527912609792,STAR,-0.0002087979,364,52000,178
1237648673996472959,246.60554322576,-0.0634477312370687,19.30962,17.96046,17.37865,17.04699,16.82706,745,301,3,587,409869930842843136,GALAXY,0.05398665,364,52000,154
1237648705129414741,218.729172109061,0.458112049320336,16.97457,15.7859,15.32505,15.16091,15.08877,752,301,5,502,345758776562837504,STAR,-5.700218E-06,307,51663,391
1237648705129480247,218.832171063006,0.475729990144539,16.75927,15.62012,15.041,14.71669,14.44965,752,301,5,503,344690050824431616,GALAXY,0.02956719,306,51637,599
1237648705129545834,219.083276955011,0.576226173290968,18.70255,17.71797,17.34371,17.17482,17.1185,752,301,5,504,344697197650012160,STAR,2.465603E-05,306,51637,625
1237648705129611390,219.196913277161,0.627944731367488,19.54733,18.17471,17.46927,17.09822,16.84518,752,301,5,505,345768397289580544,GALAXY,0.1097059,307,51663,426
1237648705129611548,219.137657178715,0.432899037425529,19.20287,16.59277,15.70658,15.25103,14.89744,752,301,5,505,345768122411673600,GALAXY,0.07221484,307,51663,425
1237648705129677001,219.25040094185,0.564754110678146,19.07784,18.06951,17.70663,17.49811,17.31405,752,301,5,506,603539833507309568,GALAXY,0.03472417,536,52024,209
1237648705129807917,219.561766324215,0.547663882042828,19.06822,17.80601,17.33803,17.16516,17.09147,752,301,5,508,345778018016323584,STAR,-2.661196E-05,307,51663,461
1237648705129807919,219.581971176222,0.471852739321672,18.56313,18.53411,18.38498,18.37235,18.3623,752,301,5,508,345779667283765248,QSO,1.257948,307,51663,467
1237648705129807921,219.582247044156,0.595887056843413,17.89559,16.71264,16.2921,16.1399,16.07841,752,301,5,508,345778292894230528,STAR,7.054803E-05,307,51663,462
1237648705129807925,219.588635191034,0.510878933498699,19.14528,18.19967,17.89295,17.78337,17.73488,752,301,5,508,4532000102475079680,STAR,-0.0002764822,4025,55350,920
1237648705129808056,219.661166357578,0.569298323362805,19.47595,18.6116,18.52926,18.76056,18.28581,752,301,5,508,345779942161672192,STAR,-0.0003850405,307,51663,468
1237648705129808058,219.665185835745,0.441050803182729,19.29275,19.02275,18.92752,18.85194,18.76428,752,301,5,508,345778842650044416,QSO,1.971239,307,51663,464
1237648705129873672,219.779772733696,0.508632555826582,17.27438,16.14879,15.72019,15.48375,15.35073,752,301,5,509,345785164841904128,GALAXY,0.03325611,307,51663,487
1237648705129939239,219.938724564995,0.53120346543933,18.9146,17.67455,16.96098,16.57482,16.29057,752,301,5,510,345790937277949952,GALAXY,0.116515,307,51663,508
1237648705130004781,220.122411215283,0.584089431543556,16.93221,15.56652,14.92086,14.58185,14.3252,752,301,5,511,345800008248879104,GALAXY,0.03717615,307,51663,541
1237648705130070045,220.177629313375,0.606597158255356,18.73475,17.79811,17.46425,17.34566,17.29465,752,301,5,512,4528521797474164736,STAR,0.0002552782,4022,55352,554
1237648705130070251,220.181510498802,0.464743603443404,19.5796,17.68983,16.74287,16.33313,16.0111,752,301,5,512,345811278243063808,GALAXY,0.1092154,307,51663,582
1237648705130070300,220.247569102665,0.561580939474981,19.33625,17.34765,16.35417,15.91167,15.58279,752,301,5,512,345813477266319360,GALAXY,0.1087394,307,51663,590
1237648705130266634,220.599269134954,0.618942040233027,18.37159,16.28451,15.44592,15.16673,15.01227,752,301,5,515,346867908900579328,STAR,-7.05005E-05,308,51662,330
