objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237662224601776203,177.386607145545,39.348908303323,19.09515,18.14658,17.84937,17.76287,17.75295,3900,301,3,335,2218058057659738112,STAR,-0.0001464845,1970,53386,128
1237668311632511152,247.006188257927,10.259029705716,17.16112,15.91521,15.79036,15.77998,15.81207,5317,301,5,157,2849827013517142016,STAR,-0.0002224701,2531,54572,634
1237651539253919935,212.356987992942,65.4516845555221,18.1791,16.4409,15.68268,15.29602,15.01465,1412,301,4,242,560840298771539968,GALAXY,0.035471,498,51984,517
1237660962399846595,131.627459663376,31.0830536912256,19.36395,18.22588,17.41018,16.96251,16.7571,3606,301,4,54,1428923161709144064,GALAXY,0.1472009,1269,52937,568
1237660962398863547,129.475947873977,29.7950471936278,18.82284,17.42278,16.61089,16.16175,15.84508,3606,301,4,39,1428840698337060864,GALAXY,0.08372208,1269,52937,268
1237660962399060167,129.724232135687,30.1792688428909,19.35537,17.48324,16.49291,16.04245,15.67669,3606,301,4,42,1428839873703340032,GALAXY,0.09740528,1269,52937,265
1237660962400632928,133.374150778887,32.0970494621731,18.789,17.35118,16.62823,16.23751,15.94887,3606,301,4,66,1431095797306386432,GALAXY,0.07641525,1271,52974,280
1237660962401026222,134.119097497114,32.6483868740614,19.329,18.15535,17.66078,17.35534,17.15254,3606,301,4,72,1431155720690100224,GALAXY,0.06551636,1271,52974,498
1237662341087625677,242.895108002745,26.354130053867,18.45179,16.53581,15.60624,15.17542,14.84507,3927,301,4,104,1568420399052515328,GALAXY,0.07519736,1393,52824,152
1237662341093393015,254.317485612619,18.4526309164431,19.01066,17.92526,17.26291,16.91928,16.64811,3927,301,4,192,1764330836972300288,GALAXY,0.03282385,1567,53172,166
1237668758847750579,302.254801400911,-10.4804227361659,17.4234,16.33937,15.72145,15.46006,15.45601,5421,301,6,184,2593106442550536192,STAR,-0.0002094079,2303,54629,578
1237660765374841028,130.155036711349,30.661924336814,18.56575,16.7123,15.83923,15.39696,15.00034,3560,301,5,155,1428884403924264960,GALAXY,0.04994292,1269,52937,427
1237660765367501181,115.720411575654,20.2044736703341,18.96503,17.71388,17.09632,16.81069,16.64196,3560,301,5,43,1422089967978440704,STAR,0.0001252683,1263,52708,285
1237660765375758391,132.212540441604,31.8354913507579,19.44501,17.66811,16.82221,16.44276,16.19199,3560,301,5,169,1430017726440564736,GALAXY,0.1256686,1270,52991,454
1237655504569434644,253.976924372023,39.7740179062786,19.30846,18.14657,17.62123,17.41137,17.32355,2335,301,6,43,2455700730766452736,STAR,-0.0004402932,2181,53524,411
1237670961627725920,42.2433301930612,33.6551353462621,18.88195,17.15847,16.33445,16.08377,15.97199,5934,301,5,163,3614251482712481792,GALAXY,-6.288663E-05,3210,54876,410
1237665227303026837,178.483562463458,32.6438852517631,18.91312,17.42529,16.74179,16.40641,16.12261,4599,301,4,64,2241791841785636864,GALAXY,0.07156086,1991,53446,455
1237665126938837094,199.939439975488,32.8754669066052,18.27449,17.01069,16.39594,16.0505,15.79158,4576,301,1,532,2356526711018907648,GALAXY,0.0369225,2093,53818,66
1237661362373066810,206.61466413106,45.9242790465061,18.95918,17.09173,16.25019,15.83413,15.55686,3699,301,5,121,1649585252231833600,GALAXY,0.06445618,1465,53082,516
1237663785276801085,13.0100302157746,1.02479034476781,17.85868,17.38503,17.35282,17.28482,17.0417,4263,301,6,202,4755973921786056704,QSO,2.269131,4224,55481,628
1237663785276801087,13.0149666688739,0.972859599260212,19.21015,18.30456,18.06206,17.9854,17.94908,4263,301,6,202,3502785741392551936,STAR,-0.0009352969,3111,54800,404
1237663785277325432,14.1840109024378,0.935239391803774,19.51313,18.32642,17.90961,17.77626,17.71218,4263,301,6,210,444833297453836288,STAR,-8.772745E-06,395,51783,374
1237663785277653119,14.8437160787307,1.00280196477612,19.43963,18.5745,18.27908,18.19233,18.15489,4263,301,6,215,3503922361571319808,STAR,-0.0007804183,3112,54802,443
1237663785278439482,16.7323203978188,1.00469681837192,17.71486,16.6951,16.45313,16.3476,16.33632,4263,301,6,227,9895683113635565568,STAR,-0.0001345954,8789,57358,541
1237668758847881860,302.561548061822,-10.6342397801997,16.58868,16.5892,16.9045,17.17786,17.32848,5421,301,6,186,2593115513521465344,STAR,0.0002330829,2303,54629,611
1237659326033166485,253.844230572777,32.6965353885737,19.27001,18.08618,17.65331,17.48546,17.41026,3225,301,4,296,3892238260595957760,STAR,-0.0001097803,3457,54984,8
1237650370486272015,189.854147137917,-2.6365991438063,16.58941,15.12915,14.56525,14.38807,14.31969,1140,301,3,247,3261819793098958848,STAR,0.0001042941,2897,54585,319
1237662341086969905,241.459046802776,27.2453305156265,18.25378,16.58313,15.89249,15.52189,15.30048,3927,301,4,94,1567415720269080576,GALAXY,0.04541309,1392,52822,593
1237661971722141706,184.28204969196,7.62434703438481,14.50678,12.67902,11.74664,11.29956,10.91847,3841,301,4,130,1828637152502638592,GALAXY,0.007589578,1624,53386,639
1237652947453870112,4.54643943158862,-10.1486425696876,18.98182,18.76069,18.52694,18.76616,18.77156,1740,301,3,52,2153934263559415808,QSO,1.009654,1913,53321,319
1237661971718275292,175.491958653902,7.47408041029378,18.9042,16.8511,15.9025,15.46587,15.17487,3841,301,4,71,1824074999703562240,GALAXY,0.08823594,1620,53137,426
1237652947454918718,7.04113964858894,-10.0514317702542,17.81716,16.23976,15.68554,15.49978,15.42557,1740,301,3,68,2152740743217702912,STAR,0.0001660678,1912,53293,73
1237662307270000772,232.474499344988,32.4440223679606,17.44214,16.34158,15.93218,15.66778,15.47401,3919,301,5,184,1561794197160224768,GALAXY,0.03087196,1387,53118,622
1237663458851881339,320.938342625027,0.858146741147068,18.62348,17.38327,16.86863,16.55388,16.34104,4187,301,6,89,1111407836161665024,GALAXY,0.0509174,987,52523,526
1237665441520550035,207.202935802055,27.826679408499,19.22945,17.32633,16.42146,15.96703,15.69271,4649,301,3,156,2380272039513581568,GALAXY,0.07501084,2114,53848,435
1237670965393621039,158.871699524392,18.2575389278281,18.88294,16.88005,15.8938,15.46405,15.1085,5935,301,4,282,2919510755290146816,GALAXY,0.1021373,2593,54175,190
1237663918409318428,111.607670453248,44.4227912382599,18.30299,17.07129,16.63129,16.4783,16.34241,4294,301,6,27,2099910309333460992,STAR,3.78427E-05,1865,53312,389
1237680299419566293,337.634270894611,21.1887944390482,19.33023,18.9536,19.02647,18.80726,18.80215,8108,301,6,103,8536818951300337664,QSO,0.595387,7582,56960,894
1237663782591922460,11.7662545000925,-1.08542640819215,18.76288,16.90444,16.07233,15.66304,15.36086,4263,301,1,194,442479518121224192,GALAXY,0.06804641,393,51794,3
1237663782592971070,14.1250668757063,-1.08702782705749,19.52958,17.74783,16.92639,16.54619,16.23232,4263,301,1,210,444790416500353024,GALAXY,0.04800878,395,51783,218
1237654604252184821,160.515344624177,3.55834150438432,19.50215,19.22638,19.06808,19.09447,18.99271,2126,301,1,276,649646759861053440,QSO,0.8219692,577,52367,9
1237654604255199288,167.456652889269,3.78774983002187,18.07822,16.80242,16.24618,16.01308,15.90993,2126,301,1,322,3651461155790102528,STAR,-1.078613E-05,3243,54910,610
1237661951330615354,190.380158747743,13.6543215074218,19.34725,19.02979,19.12008,18.9644,18.92892,3836,301,6,276,1991740908336343040,QSO,0.5094734,1769,53502,87
1237670965913453079,119.847706797667,9.22534225880848,18.09875,16.79366,16.12665,15.71098,15.40611,5935,301,5,22,2723636606488569856,GALAXY,0.05522643,2419,54139,308
1237667442966790191,174.037950085828,27.0655733428809,17.42133,15.80045,15.10204,14.79837,14.6388,5115,301,3,26,3626631158806192128,STAR,0.0001821575,3221,54864,391
1237654879129042952,220.844031714612,3.00383056520638,18.87839,17.80868,17.40321,17.2445,17.1814,2190,301,1,260,660961003667744768,STAR,-0.0002661748,587,52026,210
1237668296602157209,205.773446222263,17.5430779649252,19.5225,18.99325,18.50748,18.35895,18.10886,5314,301,1,188,2974640269263136768,GALAXY,0.2567584,2642,54232,46
1237651540325236845,199.416884838787,68.0215715816297,19.2643,17.21771,16.34836,15.91622,15.58052,1412,301,6,205,558558537333106688,GALAXY,0.05755566,496,51988,408
1237661362911445059,211.511812380217,45.3330921087349,18.71051,17.4044,16.90173,16.57355,16.40893,3699,301,6,144,1651838976744515584,GALAXY,0.06291502,1467,53115,523
1237661362914394215,220.179021301264,42.710771078738,17.79608,16.23045,15.56904,15.2198,14.95392,3699,301,6,189,1571913277447890944,GALAXY,0.04037908,1396,53112,571
1237654605858865195,151.508997637981,4.52212462972926,16.66081,15.35509,14.63876,14.263,13.98435,2126,301,4,216,645269328488327168,GALAXY,0.02300071,573,52325,468
1237660962404237558,141.856668608321,36.4214054987767,19.53902,17.8369,17.03316,16.66288,16.39928,3606,301,4,121,1434547164658296832,GALAXY,0.06971085,1274,52995,548
1237660962398798050,129.247308567665,29.7563975070342,18.44658,16.60011,15.74893,15.32552,15.0664,3606,301,4,38,1428851418575431680,GALAXY,0.05068766,1269,52937,307
1237660962398863478,129.342373247257,29.8021066171106,19.323,18.0209,17.43062,17.0859,16.85548,3606,301,4,39,1427788740520077312,GALAXY,0.05058324,1268,52933,537
1237660962399977592,131.692959913928,31.3429869949786,18.64843,16.70567,15.77928,15.31165,14.9618,3606,301,4,56,1430013053516146688,GALAXY,0.06582619,1270,52991,437
1237660962398470203,128.456665350523,29.3745648365427,18.47369,16.66508,15.81688,15.37978,15.05885,3606,301,4,33,1427771423211939840,GALAXY,0.07749173,1268,52933,474
1237660962399125741,129.947317327654,30.0850537299692,19.35352,17.69352,16.83286,16.44143,16.10356,3606,301,4,43,1428831627366131712,GALAXY,0.05146108,1269,52937,235
1237653442988736567,359.610404569235,-8.78134245576122,17.92356,16.96191,16.64694,16.51048,16.45404,1855,301,6,98,731935855593154560,STAR,-0.0009657005,650,52143,367
1237665441000522082,246.12607248266,14.6506520278019,19.58516,19.52892,19.85972,20.12007,20.32395,4649,301,2,413,2479365245357811712,STAR,-2.928849E-05,2202,53566,486
1237661360757866603,191.392688335441,46.6363851684299,18.87377,17.97414,17.19501,16.7776,16.58353,3699,301,2,51,1638211629193652224,GALAXY,0.227959,1455,53089,99
1237659326024515595,236.504850414882,47.4511841254823,17.96643,17.26951,17.15742,17.21113,17.07512,3225,301,4,164,1315165211342170112,GALAXY,0.01905377,1168,52731,415
1237659326017503262,214.973704010027,56.7222471931172,16.0026,15.75912,15.63798,17.32061,22.90486,3225,301,4,57,1307258073001256960,GALAXY,0.001009499,1161,52703,321
1237650372098719772,194.159959846115,-1.27265988962249,17.98291,17.96863,17.92499,17.64422,17.56369,1140,301,6,275,4255045765674848256,QSO,1.784452,3779,55222,982
1237668331495030990,229.159793047904,12.2071878909861,19.32146,17.53726,16.65861,16.24844,15.91794,5322,301,2,131,3099689650869004288,GALAXY,0.06420659,2753,54234,317
1237662533820416305,230.695388957696,10.3607692717614,19.38484,18.47161,18.09865,17.95055,17.92028,3972,301,3,45,6184699130985861120,STAR,-7.564296E-05,5493,56009,476
1237665441517535317,199.385589047021,28.9868114037334,18.11811,16.32175,15.46634,15.04528,14.72454,4649,301,3,110,2254127812912900096,GALAXY,0.0608966,2002,53471,277
1237665441534443821,240.11145761905,18.0355402405169,17.89943,16.23368,15.45231,15.03655,14.7149,4649,301,3,368,2475961706946258944,GALAXY,0.04678693,2199,53556,392
1237651737371344940,188.670433367865,3.32367535802244,16.05739,14.82542,14.27171,13.96027,13.73334,1458,301,5,426,585627144252581888,GALAXY,0.01563314,520,52288,579
1237667782806077880,117.772135627604,9.30444177929485,19.08311,18.24438,17.98268,17.889,17.85723,5194,301,4,26,3315860513384065024,STAR,0.0005922884,2945,54505,310
1237646796522127433,110.147729112581,-0.362784205748206,19.29833,17.83553,17.2601,17.05558,16.9478,308,301,2,26,8388027536278573056,STAR,0.0001723312,7450,56722,266
1237646796522651784,111.354014956197,-0.262988011180174,19.39832,17.80109,17.16189,16.92198,16.80071,308,301,2,34,8387972010941370368,STAR,0.0002530708,7450,56722,64
1237667783884603749,128.034664369756,13.7495723528815,19.34194,18.32243,18.03406,17.95591,17.91968,5194,301,6,99,3597293439261188096,STAR,0.0001423678,3195,54832,157
1237662336255131986,239.781097957107,31.7444723311133,18.87248,18.0566,17.66285,17.27645,17.22584,3926,301,3,94,1581986998183290880,GALAXY,0.119548,1405,52826,355
1237655369285894374,174.419406770005,61.6040882744423,18.65647,17.71348,17.29275,17.1027,16.93822,2304,301,2,164,873739598302308352,GALAXY,0.01143036,776,52319,150
1237654392180637845,126.495638688039,46.7200697498527,19.42324,17.65389,16.56944,16.05019,15.61167,2076,301,6,161,496522989769091072,GALAXY,0.1264469,441,51868,4
1237669761716257425,319.587865485982,4.62926274959904,19.52174,19.1918,19.03978,18.83018,18.67957,5655,301,2,87,12739794531643576320,QSO,1.917691,11315,58402,862
1237660957570761065,123.301957924989,25.3059645020942,19.27182,17.74649,17.02952,16.61907,16.39345,3605,301,3,96,1425466293326211072,GALAXY,0.1120638,1266,52709,280
1237668354038628568,261.520278605574,37.0538366611629,18.73931,16.9861,16.15309,15.74357,15.44446,5327,301,4,55,5624097180115816448,GALAXY,0.1344471,4995,55739,826
1237671939807903855,275.585577715574,64.286976581019,16.81685,15.82498,15.52172,15.38394,15.35682,6162,301,3,184,2873394496509339648,STAR,-0.0008999362,2552,54632,356
1237663788486754344,110.450270593226,41.2277370262125,19.15152,17.88192,17.81419,17.83793,17.92105,4264,301,4,30,3608653593667805184,STAR,-5.458151E-05,3205,54848,525
1237663788497698932,132.017788474726,62.8345354488387,18.30466,16.27299,15.33813,14.92293,14.69998,4264,301,4,197,3697552133420326912,STAR,-0.0001126887,3284,54907,352
1237667536938533012,161.971802263574,22.518933100828,19.45875,17.71139,16.9425,16.57785,16.30282,5137,301,2,321,2793439651044550656,GALAXY,0.04548405,2481,54086,298
1237662197748793780,232.329206891083,7.47316913482187,19.58532,18.95605,18.30489,17.74441,17.4562,3894,301,1,191,5864901775883259904,QSO,1.926481,5209,56002,324
1237678617431310363,30.7523019487651,1.02561514232782,18.28717,17.14012,16.73511,16.59625,16.55691,7717,301,1,535,8255350841890066432,STAR,0.0002044379,7332,56683,919
1237678661435785332,27.0428824475189,4.27545219219603,17.92037,17.03605,16.74838,16.66344,16.63228,7727,301,3,246,10616356648657375232,STAR,-0.0003133799,9429,58132,896
1237657776608378971,117.149198864611,28.0045603839859,18.3642,16.94319,16.4234,16.24592,16.16556,2864,301,6,62,2313767801833154560,STAR,8.623392E-05,2055,53729,158
1237660765372874890,126.081449468488,28.0214787890528,17.58253,16.67007,16.32687,15.9877,15.86355,3560,301,5,125,1426633428660414464,GALAXY,0.07662526,1267,52932,430
1237667782817218656,142.712928623027,17.1774988362599,17.98346,17.85284,17.85216,17.64865,17.62711,5194,301,4,196,5980981341579399168,QSO,1.681824,5312,56001,731
1237665227312857207,204.843048165016,31.2493519032009,17.6083,16.58812,16.38152,16.31552,16.2499,4599,301,4,214,2357734250217760768,GALAXY,0.002348079,2094,53851,363
1237668310557655467,244.291335943834,10.3033298302191,19.52472,18.17562,17.39784,16.92937,16.71541,5317,301,3,140,2847517214683195392,QSO,0.1471375,2529,54585,423
1237663785277194303,13.8494411177121,0.903742229461293,17.23314,15.61581,15.09167,14.93607,14.87516,4263,301,6,208,3502831096247197696,STAR,9.733376E-05,3111,54800,569
1237662194520883240,167.83422481196,41.0108882657299,19.15521,18.26169,17.91911,17.80554,17.76138,3893,301,3,89,9420515146110095360,STAR,-0.0005731662,8367,57429,402
1237662194521341998,169.163936229336,41.3350070900116,18.75283,17.86375,17.60158,17.52102,17.50148,3893,301,3,96,9420447526144987136,STAR,-0.0001028981,8367,57429,156
1237651539260014767,235.679991849464,57.1852282370629,18.88756,17.71033,17.13464,16.76409,16.51072,1412,301,4,335,694782806743607296,GALAXY,0.117336,617,52072,373
1237659326017044627,213.163547130191,57.1287940111421,19.51442,19.65477,19.52003,19.38459,19.38385,3225,301,4,50,7659650555531513856,QSO,1.387801,6803,56402,558
1237673705578168672,115.0240662279,41.213620830793,19.57347,18.13207,17.58797,17.38987,17.27197,6573,301,4,212,3559035381527715840,STAR,-2.638719E-05,3161,54779,239
1237660962400895106,133.801816769088,32.4736258358219,19.41794,18.02864,17.36627,16.95392,16.75364,3606,301,4,70,1431150498009868288,GALAXY,0.07598714,1271,52974,479
1237660962404368515,142.156663741888,36.5290493858767,18.49006,17.15295,16.61408,16.29681,16.11695,3606,301,4,123,1434565031722248192,GALAXY,0.06856041,1274,52995,613
1237660962402271353,137.091523167184,34.1458914020168,19.29032,18.1243,17.53963,17.21648,16.98602,3606,301,4,91,1433353919630698496,GALAXY,0.1241591,1273,52993,303
1237660962401353948,134.935072949649,33.0863853033657,19.38304,17.46926,16.54866,16.13475,15.82465,3606,301,4,77,1431174687265679360,GALAXY,0.08723528,1271,52974,567
1237661360765599817,215.544402546948,42.3839161542975,18.48365,16.68731,15.8613,15.50104,15.21766,3699,301,2,169,1570704084720183296,GALAXY,0.07586327,1395,52825,268
1237665126937002031,195.033861459135,33.437668167308,18.29271,17.53258,17.30964,17.23861,17.13081,4576,301,1,504,2258608872635787264,GALAXY,0.02348704,2006,53476,195
1237665441518256136,201.224207331858,28.7712899638711,18.63561,16.88346,16.09825,15.70987,15.43491,4649,301,3,121,2254061292459419648,GALAXY,0.05815516,2002,53471,35
1237665441522843758,212.817222046865,26.6252250583829,18.88325,17.87948,17.47037,17.17441,17.05235,4649,301,3,191,2390305906828011520,GALAXY,0.07221049,2123,53793,74
1237668294987415615,178.33465879105,20.7517149952686,15.4468,13.88656,13.06969,12.68676,12.42432,5313,301,6,125,2831738116518209536,GALAXY,0.02070051,2515,54180,363
1237668294985056617,172.597478318013,20.5527222894856,19.10002,17.10998,16.05751,15.6339,15.26723,5313,301,6,89,2812665437882443776,GALAXY,0.1309485,2498,54169,609
1237668294984925254,172.309005059425,20.5811348358388,16.89111,16.29741,16.25994,16.86333,16.77033,5313,301,6,87,2814772926945978368,GALAXY,0.004702785,2500,54178,84
1237664874046357514,130.850987259853,23.498553963455,17.74881,16.69524,16.19307,16.00481,15.92386,4517,301,2,131,3797811376630636544,STAR,0.0002035977,3373,54940,549
1237661968501375102,177.219907341926,43.1314278828831,19.25859,19.71247,20.18405,20.6573,20.80943,3840,301,6,137,1629266003110160384,GALAXY,0.2803976,1447,53120,323
1237668624086728856,186.33329640526,17.4830768202881,18.93859,17.0384,16.10723,15.67178,15.32992,5390,301,3,86,2925195781117863936,GALAXY,0.06941979,2598,54232,392
1237664092899115053,129.94822076916,25.213328468992,19.54955,18.19434,17.8322,17.51329,17.47054,4335,301,3,130,2173034979993348096,GALAXY,0.07081252,1930,53347,175
1237652947991265437,5.80538137360367,-9.6011914733081,19.21747,17.74216,17.17384,16.99722,16.8847,1740,301,4,60,2152853718037456896,STAR,0.0001156563,1912,53293,484
1237655501884358786,250.511776754849,40.0720805036636,18.58878,16.88393,16.20003,15.93458,15.79324,2335,301,1,32,3858565991789338624,STAR,-5.854268E-05,3427,54979,389
1237658423563780322,182.94839321045,7.45406725082767,19.24729,17.61446,16.62943,16.16886,15.83871,3015,301,3,458,1828570906927065088,GALAXY,0.1407316,1624,53386,398
1237663782599196789,28.2961321091917,-1.17778883305525,19.08048,17.99439,17.50965,17.15151,17.03461,4263,301,1,305,452636531643934720,GALAXY,0.07958879,402,51793,90
1237654604252119048,160.357788413542,3.56788576904581,17.72343,16.6583,16.23667,16.07098,16.02797,2126,301,1,275,649647859372681216,STAR,0.000569611,577,52367,13
1237652933495226846,314.869678080777,-7.55474954065018,18.74595,16.78186,15.80089,15.30923,14.99064,1737,301,1,52,717281565138249728,GALAXY,0.07839075,637,52174,303
1237652933497454911,320.023740304036,-8.33050088649381,19.14947,17.46092,16.66344,16.25123,16.03353,1737,301,1,86,719463270615902208,GALAXY,0.111841,639,52146,48
1237661850929070207,173.838262726788,44.3966550417408,19.56951,18.2928,17.76531,17.58614,17.52179,3813,301,3,174,3619788623018303488,STAR,-7.036825E-05,3215,54861,74
1237667783887814698,135.165088539824,16.0253590918559,17.77276,18.13561,18.48707,18.41627,18.12566,5194,301,6,148,5961868255689986048,STAR,4.70884E-05,5295,55978,830
1237661388143919302,221.603068781599,52.4591953841467,19.10641,17.55704,16.61522,16.17049,15.81396,3705,301,5,137,1494245144898070528,GALAXY,0.1348558,1327,52781,640
1237665535467585854,239.259701762837,19.8024011225757,19.20889,18.27878,17.97433,17.84095,17.78939,4671,301,2,74,4426173207813574656,STAR,-0.0001973755,3931,55350,948
1237663230680825929,280.999000771064,79.17043582813,18.12315,16.92512,16.41964,16.22689,16.11032,4134,301,5,75,3154929391469881344,STAR,-0.0004681775,2802,54326,574
1237663230681874584,293.276189839935,78.6971886422135,18.72582,17.54478,17.06506,16.88649,16.7968,4134,301,5,91,2090948462752327680,STAR,-1.507582E-05,1857,53182,554
1237667209971499043,133.286889457064,18.4378966780249,18.76147,16.80314,15.84066,15.4052,15.05621,5061,301,1,128,2570515586668849152,GALAXY,0.07661986,2283,53729,313
1237655108359356760,123.51164879545,39.7296621839031,19.16617,17.57986,16.80475,16.35483,16.0194,2243,301,4,53,854701278498940928,GALAXY,0.06102166,759,52254,521
1237667485917970627,135.427117706532,16.6701510521919,19.12738,18.06445,17.68837,17.43258,17.32561,5125,301,3,49,2738349170120222720,GALAXY,0.0386209,2432,54052,584
1237670457503514667,39.0897204444963,25.531538788396,17.47087,15.98498,15.29588,15.00965,14.85811,5817,301,2,126,2678531059779397632,STAR,-0.0002094423,2379,53762,55
1237680299425464579,352.144832306616,22.8994696177459,18.95208,17.98959,17.67957,17.56158,17.5182,8108,301,6,193,8560386708163809280,STAR,-0.0009942182,7603,56960,617
1237661850928545795,172.113900127296,44.1329878400943,19.06639,18.24608,17.97045,17.8872,17.83624,3813,301,3,166,3619826831047368704,STAR,-4.578489E-05,3215,54861,213
1237665535471059266,246.751288487742,16.2213960887009,19.52098,19.26138,18.95205,17.97876,17.25269,4671,301,2,127,2486125597869238272,STAR,-5.034997E-05,2208,53880,504
1237667731268895032,123.913362744787,11.6888835768154,18.89509,17.65341,17.04405,16.63291,16.36869,5182,301,4,63,2724706430413203456,GALAXY,0.0885593,2420,54086,104
1237654391638917596,117.655411253307,37.8544505601976,19.36903,17.66317,16.76192,16.31487,15.96613,2076,301,5,87,611459340766832640,GALAXY,0.1173428,543,52017,348
1237662195605504103,201.296396302053,42.1245371420613,19.46682,17.55653,16.65561,16.20864,15.89186,3893,301,5,255,1646223495933224960,GALAXY,0.08122627,1462,53112,574
1237658206124245021,192.60219260222,50.8862270282991,16.59385,15.5535,15.26266,15.15736,15.17217,2964,301,6,354,3262981151953807360,STAR,-5.011484E-05,2898,54567,448
1237661361833312401,197.254774694207,46.9902783501727,18.6118,17.46277,17.03531,16.71971,16.52875,3699,301,4,77,1642820782407051264,GALAXY,0.06293067,1459,53117,483
1237665126928089159,170.628188279063,32.8927370597446,18.46457,16.51914,15.67205,15.2592,14.96319,4576,301,1,368,7248783400609533952,GALAXY,0.04407065,6438,56367,872
1237665126946570458,219.916174470876,28.6430088633875,18.34764,17.30454,16.89004,16.63901,16.48087,4576,301,1,650,2406192207510923264,GALAXY,0.04549605,2137,54206,524
1237662307272884420,238.924842687089,28.9473137571237,19.18808,17.29033,16.35419,15.89622,15.54643,3919,301,5,228,1566237593476032512,GALAXY,0.07642011,1391,52817,403
1237673705577513399,113.186188198615,40.9192557236664,19.34332,18.15922,18.04808,18.03391,18.09315,6573,301,4,202,3041104371464038400,STAR,-6.9987E-05,2701,54154,177
1237651539240353924,140.705480423432,60.4905057988812,16.78778,15.35302,14.62824,14.22071,13.8997,1412,301,4,35,546188755317319680,GALAXY,0.03943169,485,51909,463
1237673807044411483,121.684357004395,18.0541942665182,19.28437,17.91344,17.35609,17.14519,17.03763,6597,301,1,176,3632233995065991168,STAR,0.0004141077,3226,54857,294
1237660962397815004,127.169344678506,28.3950992832654,19.26402,19.10022,18.66466,18.19171,18.07319,3606,301,4,23,1426663390352271360,QSO,0.212689,1267,52932,539
1237678889596092562,29.1207082227895,-2.22858564354307,19.16993,19.11981,18.84932,18.83816,18.91571,7780,301,4,96,8828279142858641408,QSO,1.252547,7841,56960,356
1237655499205640299,213.59526072496,-1.89193592367634,18.72594,17.61496,17.20753,17.05604,16.96417,2334,301,4,118,1031489281308256256,STAR,-2.690087E-05,916,52378,600
